,Year,fema_declaration_string,disaster_number,state,declaration_type,declaration_date,incident_type,declaration_title,ih_program_declared,ia_program_declared,pa_program_declared,hm_program_declared,incident_begin_date,incident_end_date,disaster_closeout_date,fips,place_code,designated_area,declaration_request_number,last_ia_filing_date,hash,last_refresh,id,Death toll,Damage costUS$,Main article,Location,Notes
53213,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48079.0,99079.0,Cochran (County),20061.0,,1644c593c49782445de0b22df82692abcd5933a9,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa8b7,,,,,
53212,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48065.0,99065.0,Carson (County),20061.0,,126006be62f662caf0aa0bb7561d5ed984300278,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa89e,,,,,
53211,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48063.0,99063.0,Camp (County),20061.0,,e5a035958c8f30cb2cb3c7f5bded82140d3d2b70,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa891,,,,,
53226,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48087.0,99087.0,Collingsworth (County),20061.0,,6417f29433f05d8dbf516b6db8bb0d8ab7cd843e,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa8df,,,,,
53227,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48101.0,99101.0,Cottle (County),20061.0,,dadfa8215486d157d018c3d2575b293561a1a8d9,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa8ed,,,,,
53228,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48099.0,99099.0,Coryell (County),20061.0,,2652e006aff579e69d7b7ddd7d4e1de50555b006,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa8ea,,,,,
53237,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48113.0,99113.0,Dallas (County),20061.0,,8daf3200b73e7d55482dade7ba84686fa16feac0,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa90d,,,,,
53243,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48123.0,99123.0,DeWitt (County),20061.0,,55c7af1cbea59faaef7251f3c5057bc7d3981e82,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa925,,,,,
53242,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48127.0,99127.0,Dimmit (County),20061.0,,d51c513b88c10d8c020a42b883539a2a7b20ecca,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa92c,,,,,
53241,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48129.0,99129.0,Donley (County),20061.0,,239cd30b28286a5cec3c651e48d5bd1a21bb4537,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa92f,,,,,
53240,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48111.0,99111.0,Dallam (County),20061.0,,4bdd748189fc398ac24c9611eff5ebecc0277ec1,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa909,,,,,
53239,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48103.0,99103.0,Crane (County),20061.0,,7bf9aad0fd62c3f510cfdda0c7d71d387db159c5,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa8f6,,,,,
53238,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48097.0,99097.0,Cooke (County),20061.0,,4b1236d3cfa0a3c52a0ac22cc78ce8d7f725168d,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa8e6,,,,,
53236,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48107.0,99107.0,Crosby (County),20061.0,,99b8039ad6005898f5d87b7e742f3a6e9134b398,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa8fd,,,,,
53229,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48109.0,99109.0,Culberson (County),20061.0,,fa6fad735c57259a9028c213bf21db9ed28d85b4,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa905,,,,,
53235,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48119.0,99119.0,Delta (County),20061.0,,af51b601a362e7c608b45ae8ca0701124204de82,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa91a,,,,,
53234,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48117.0,99117.0,Deaf Smith (County),20061.0,,6e70b8750bc665d00e5d21afdb2bb6396bb91627,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa914,,,,,
53233,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48115.0,99115.0,Dawson (County),20061.0,,1ce1fc29e042cc8f6d0fd494d3e4edd322392533,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa911,,,,,
53232,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48105.0,99105.0,Crockett (County),20061.0,,d44ce62fbc0b04290493ea393c715f56018e5eeb,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa8f1,,,,,
53231,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48121.0,99121.0,Denton (County),20061.0,,69dc9f8e7c404a7b669b9181b9e23e181c449e8c,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa91d,,,,,
53230,2020,EM-3458-TX,3458.0,TX,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T14:00:00Z,,2020-05-04T23:59:00Z,48095.0,99095.0,Concho (County),20061.0,,81ce13aba71e0d0f1ae9fe575a05121c69886be7,2022-04-26T19:01:48Z,60c3b85ea0ee349d710aa900,,,,,
52106,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6101.0,99101.0,Sutter (County),20015.0,,6e2e3049d47fcc8ee358b1c053bc8f9eb84d9b8a,2022-04-26T19:01:51Z,60c3b85da0ee349d710a8764,,,,,
52105,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6087.0,99087.0,Santa Cruz (County),20015.0,,f74179abb409137757137bea0f7d6815f5a3dce2,2022-04-26T19:01:51Z,60c3b85da0ee349d710a8753,,,,,
52104,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6083.0,99083.0,Santa Barbara (County),20015.0,,f093f21e61936bd0ac5daa7e6a8d11821119d337,2022-04-26T19:01:51Z,60c3b85da0ee349d710a8751,,,,,
52103,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6085.0,99085.0,Santa Clara (County),20015.0,,a4bb6829ed47bb84cfbcef57188ec61681853a26,2022-04-26T19:01:51Z,60c3b85da0ee349d710a874d,,,,,
52102,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6095.0,99095.0,Solano (County),20015.0,,cca5663c1390ee74436fdc2789cd5024f7b401c2,2022-04-26T19:01:51Z,60c3b85da0ee349d710a873d,,,,,
52101,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6099.0,99099.0,Stanislaus (County),20015.0,,75df5347e6548c69f1a6285630056454ecdcaebb,2022-04-26T19:01:51Z,60c3b85da0ee349d710a8749,,,,,
52100,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6097.0,99097.0,Sonoma (County),20015.0,,5e4977abf8ed9b3c33e0f657e4ca33ddff9bfdcf,2022-04-26T19:01:51Z,60c3b85da0ee349d710a8741,,,,,
52099,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6089.0,99089.0,Shasta (County),20015.0,,1193d903fd8a6f62d2356d0f8465687aa596d95a,2022-04-26T19:01:51Z,60c3b85da0ee349d710a8736,,,,,
52098,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6093.0,99093.0,Siskiyou (County),20015.0,,a05184ce715417e31ffdec35b353415c4d57fd15,2022-04-26T19:01:51Z,60c3b85da0ee349d710a872b,,,,,
52097,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6091.0,99091.0,Sierra (County),20015.0,,7e9ebd0846a782461afa4399a09133454eb2ae07,2022-04-26T19:01:51Z,60c3b85da0ee349d710a8721,,,,,
52096,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6071.0,99071.0,San Bernardino (County),20015.0,,025f3b0903a1792bb64369cb8c80003ed9288510,2022-04-26T19:01:51Z,60c3b85da0ee349d710a8719,,,,,
52095,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6079.0,99079.0,San Luis Obispo (County),20015.0,,a04e7ceda232240236da5cdb13fbef56df635de9,2022-04-26T19:01:51Z,60c3b85da0ee349d710a8712,,,,,
52094,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6081.0,99081.0,San Mateo (County),20015.0,,f765b2370051237620ecdf51a3026c8ca2622efd,2022-04-26T19:01:51Z,60c3b85da0ee349d710a870c,,,,,
52093,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6077.0,99077.0,San Joaquin (County),20015.0,,35ed8945c1e9263b300e655493371a040de818f1,2022-04-26T19:01:51Z,60c3b85da0ee349d710a8701,,,,,
52092,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6075.0,99075.0,San Francisco (County),20015.0,,83c67a3e405833bbc33d47c0c4611478cc2253b9,2022-04-26T19:01:51Z,60c3b85da0ee349d710a86ff,,,,,
52107,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6109.0,99109.0,Tuolumne (County),20015.0,,23c352e800bd02ae3842a14a8f838b782d335328,2022-04-26T19:01:51Z,60c3b85da0ee349d710a8777,,,,,
52108,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6105.0,99105.0,Trinity (County),20015.0,,792f7b62c25ac3f2872b3ce4733bec2db7ce465f,2022-04-26T19:01:51Z,60c3b85da0ee349d710a876b,,,,,
52109,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6107.0,99107.0,Tulare (County),20015.0,,2a89cb2d838311d30aeaf0b6d34295ff618e6d6c,2022-04-26T19:01:51Z,60c3b85da0ee349d710a8772,,,,,
52110,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6113.0,99113.0,Yolo (County),20015.0,,46d0bb0e092bae6ec72d8bda75a924af73b66fe7,2022-04-26T19:01:51Z,60c3b85da0ee349d710a8782,,,,,
52113,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6115.0,99115.0,Yuba (County),20015.0,,56b6a3f86f931edb606dcc1e1b5392e3d99a703b,2022-04-26T19:01:51Z,60c3b85da0ee349d710a8787,,,,,
52112,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6103.0,99103.0,Tehama (County),20015.0,,a7bd3e93fa2a014ffd55d2ec72ec526c0ff943b8,2022-04-26T19:01:51Z,60c3b85da0ee349d710a8768,,,,,
52111,2020,EM-3428-CA,3428.0,CA,EM,2020-03-13T16:00:00Z,Biological,Covid-19,0.0,0.0,1.0,0.0,2020-01-20T00:01:00Z,,,6111.0,99111.0,Ventura (County),20015.0,,334d8a4e58ff35a5effc9d7f4ab31117df6156d0,2022-04-26T19:01:51Z,60c3b85da0ee349d710a877c,,,,,
55330,2020,DR-4485-TX,4485.0,TX,DR,2020-03-25T12:10:00Z,Biological,Covid-19 Pandemic,1.0,0.0,1.0,1.0,2020-01-20T14:00:00Z,,,48129.0,99129.0,Donley (County),20080.0,2022-12-01T00:00:00Z,7eaf92f6cf6b16e4c5a5fb56bc743fefe26f8724,2022-05-11T15:22:19Z,60c3b86ca0ee349d710b8ae1,,,,,
59959,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48439.0,99439.0,Tarrant (County),20245.0,,fe0bf50bf9dc8e5031a35770f09ec34a196b3be4,2022-04-26T19:01:44Z,60c3b861a0ee349d710add02,,,,,
59958,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48457.0,99457.0,Tyler (County),20245.0,,0a4fc9cab5e24a3b3c07bac6f329f1823dde8c0e,2022-04-26T19:01:44Z,60c3b861a0ee349d710adcff,,,,,
59956,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48473.0,99473.0,Waller (County),20245.0,,8153e7a6a7a44bc7111bfd6307782b6be78208be,2022-04-26T19:01:44Z,60c3b861a0ee349d710add0b,,,,,
59957,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48449.0,99449.0,Titus (County),20245.0,,f7cefe7a7275eff1fb5341b7af31a260a188c542,2022-04-26T19:01:44Z,60c3b861a0ee349d710add2c,,,,,
59955,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48471.0,99471.0,Walker (County),20245.0,,bf90bcdcd993215fe79deba228a42f55ef2ea980,2022-04-26T19:01:44Z,60c3b861a0ee349d710add4a,,,,,
59954,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48459.0,99459.0,Upshur (County),20245.0,,0a95de9eaaef27dfccdbbee31120595df6a484e9,2022-04-26T19:01:44Z,60c3b861a0ee349d710add37,,,,,
59919,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48183.0,99183.0,Gregg (County),20245.0,,89301b1ea87588f8c992d45977afec8d255f4047,2022-04-26T19:01:44Z,60c3b861a0ee349d710adc4e,,,,,
59935,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48343.0,99343.0,Morris (County),20245.0,,fc249b3b44031c3d627879881608d80d896ee7ed,2022-04-26T19:01:44Z,60c3b861a0ee349d710adcac,,,,,
59934,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48419.0,99419.0,Shelby (County),20245.0,,d72940b2620c6465ec362ca6655ad7c0e84f92ac,2022-04-26T19:01:44Z,60c3b861a0ee349d710adce1,,,,,
59933,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48409.0,99409.0,San Patricio (County),20245.0,,9de85c289e76a5fd4709ded53944d56a1ad73e42,2022-04-26T19:01:44Z,60c3b861a0ee349d710adcd7,,,,,
59932,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48401.0,99401.0,Rusk (County),20245.0,,f8fd47654852bb4bd44ef2fa16d94229f66e7dc3,2022-04-26T19:01:44Z,60c3b861a0ee349d710adccb,,,,,
59931,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48351.0,99351.0,Newton (County),20245.0,,ea96a82e4f791d328ffb4c87178b56e9bcd99606,2022-04-26T19:01:44Z,60c3b861a0ee349d710adcdd,,,,,
59930,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48387.0,99387.0,Red River (County),20245.0,,b0ea81f70ee4c1071228df0a91a52b634cf74eb3,2022-04-26T19:01:44Z,60c3b861a0ee349d710adcd3,,,,,
59929,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48361.0,99361.0,Orange (County),20245.0,,b27b26316752203e66901363c1894254b619238c,2022-04-26T19:01:44Z,60c3b861a0ee349d710adcbb,,,,,
59928,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48339.0,99339.0,Montgomery (County),20245.0,,56d639dfd7e6364458923f232afe5628fa65dc9c,2022-04-26T19:01:44Z,60c3b861a0ee349d710adc8e,,,,,
59927,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48057.0,99057.0,Calhoun (County),20245.0,,b12c2f0647a13359132c3aa9b8373a16d5a91f2a,2022-04-26T19:01:44Z,60c3b861a0ee349d710adc09,,,,,
59926,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48201.0,99201.0,Harris (County),20245.0,,7de5238ff317fae9dab5bd8c1163871e2b039f4c,2022-04-26T19:01:44Z,60c3b861a0ee349d710adc58,,,,,
59925,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48039.0,99039.0,Brazoria (County),20245.0,,ea639e93429cb1d5e2bcebac5dc8ece1b08543ef,2022-04-26T19:01:44Z,60c3b861a0ee349d710adc17,,,,,
59924,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48029.0,99029.0,Bexar (County),20245.0,,9e214c4b7e8084eceea8f0ab32f2175c74db94b6,2022-04-26T19:01:44Z,60c3b861a0ee349d710adc02,,,,,
59923,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48005.0,99005.0,Angelina (County),20245.0,,b615b97d5da9fd1ccfcbbbb40adea9a834c9bfa3,2022-04-26T19:01:44Z,60c3b861a0ee349d710adbf9,,,,,
59922,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48291.0,99291.0,Liberty (County),20245.0,,4cb863b3af4939b7e53ae7426cd56a24a11d830e,2022-04-26T19:01:44Z,60c3b861a0ee349d710adc85,,,,,
59921,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48261.0,99261.0,Kenedy (County),20245.0,,a9e87a95ec1d119ef90e3b6fee902ad9ddc764f9,2022-04-26T19:01:44Z,60c3b861a0ee349d710adc7d,,,,,
59936,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48365.0,99365.0,Panola (County),20245.0,,2b842679a27625e7ba38dd0948500f64f86c73b5,2022-04-26T19:01:44Z,60c3b861a0ee349d710adcab,,,,,
59937,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48423.0,99423.0,Smith (County),20245.0,,baf5aa69b7bfd83d253e19b7e97586d1d4de99b0,2022-04-26T19:01:44Z,60c3b861a0ee349d710adceb,,,,,
59938,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48403.0,99403.0,Sabine (County),20245.0,,9367ce2114c8a9dba25dc241433b8ad603be86f5,2022-04-26T19:01:44Z,60c3b861a0ee349d710adccd,,,,,
59947,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48453.0,99453.0,Travis (County),20245.0,,a9da2ebc875d936c11927009040d4e0bd1714aae,2022-04-26T19:01:44Z,60c3b861a0ee349d710adcf3,,,,,
59953,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48469.0,99469.0,Victoria (County),20245.0,,a4b79b9253eff7547c4faecbe520bc964afb347b,2022-04-26T19:01:44Z,60c3b861a0ee349d710add23,,,,,
59952,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48499.0,99499.0,Wood (County),20245.0,,988016be995d134564c5abea0e77846058c98cc8,2022-04-26T19:01:44Z,60c3b861a0ee349d710add15,,,,,
59951,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48455.0,99455.0,Trinity (County),20245.0,,717528095fff2a65570a37c53ea0ae7649546843,2022-04-26T19:01:44Z,60c3b861a0ee349d710add4f,,,,,
59950,2020,EM-3540-TX,3540.0,TX,EM,2020-08-24T09:45:00Z,Hurricane,Tropical Storms Marco And Laura,0.0,0.0,1.0,0.0,2020-08-23T08:00:00Z,2020-08-27T23:00:00Z,,48481.0,99481.0,Wharton (County),20245.0,,ede0363f13bade5e88567736712c278751afe529,2022-04-26T19:01:44Z,60c3b861a0ee349d710add19,,,,,
